Species,corMxPA,AUC,TSS,beta,AUC.CV,TSS.CV
nsw04,0.1895521,0.6659992,0.0283387,0.8025131,0.875173,0.008354148
nsw43,0.7565881,0.7508618,0.2581331,0.8947079,0.8272623,0.0081631
nsw50,0.3387226,0.7878554,0.0250889,0.4098644,0.9120006,0.01009304
nsw10,0.338265,0.9730273,0.01424299,1.969173,0.8469005,0.01312442
nsw16,0.9134312,0.7067099,0.1287348,1.19192,0.8508985,0.02362814
nsw24,0.9460721,0.8144796,0.1239724,1.011682,0.817445,0.01028614
nsw04,0.713132,0.9069149,0.01764455,2.106153,0.8581634,0.008450433
nsw43,0.8337048,0.7457216,0.26698,0.7789187,0.8370026,0.007168108
nsw50,0.6943821,0.9100449,0.03481413,0.7896826,0.9203555,0.008160462
nsw10,0.5259593,0.9604196,0.008593983,1.136403,0.8288152,0.01218242
nsw16,0.8969196,0.723719,0.1352851,1.022519,0.8546706,0.02322656
nsw24,0.9289701,0.8093334,0.1262048,0.8776554,0.8219829,0.01142016
nsw04,0.6207631,0.6611607,0.0166683,0.3442052,0.8838726,0.01015425
nsw43,0.8122032,0.735243,0.2336605,0.6689946,0.8510961,0.008192614
nsw50,0.2293526,0.7313176,0.02315717,0.5505596,0.9135539,0.007909133
nsw10,0.5241106,0.9642343,0.0243038,2.075989,0.8274415,0.01094239
nsw24,0.9713706,0.8124317,0.144242,0.9559132,0.8303364,0.01109733
nsw16,0.9131272,0.7344954,0.1181527,1.017396,0.8697083,0.02350069
nsw04,0.752247,0.8471296,0.03323019,1.094978,0.8651631,0.00924718
nsw43,0.8503085,0.7166951,0.2162068,0.7482866,0.8247436,0.006589057
nsw50,0.3883708,0.7432562,0.03393274,0.4508394,0.904618,0.007823444
nsw10,0.5024612,0.9746037,0.02056327,3.309276,0.7793981,0.01147923
nsw24,0.9556573,0.8000022,0.1483659,0.7857356,0.8520662,0.01123486
nsw16,0.8768732,0.7173281,0.1150159,1.042131,0.8698603,0.02353379
nsw04,0.8063228,0.8606546,0.03219454,1.292678,0.8719854,0.008036529
nsw43,0.7152361,0.6751455,0.1779357,0.4653995,0.8260722,0.006294027
nsw50,0.7213817,0.9020601,0.04015081,0.5548749,0.9167386,0.009805653
nsw10,0.5511261,0.9618364,0.01420251,1.985905,0.8436371,0.01266915
nsw24,0.8816431,0.747516,0.1098577,0.915078,0.7556038,0.01039801
nsw04,0.8213979,0.8866482,0.03160658,2.262007,0.8469609,0.009039388
nsw16,0.909238,0.7182567,0.1190731,1.071664,0.8466413,0.02349982
nsw43,0.8823264,0.750811,0.2403501,0.6817966,0.8635358,0.007257963
nsw10,0.703675,0.9564121,0.02305273,1.71613,0.8587747,0.01367656
nsw50,0.4681884,0.8374222,0.03247619,0.6693108,0.8882343,0.007162665
nsw24,0.9403917,0.7820389,0.1083205,1.242661,0.7472542,0.008611675
nsw04,0.5042366,0.8773895,0.03428307,2.883954,0.8662606,0.009280932
nsw43,0.8736402,0.7207914,0.2390996,0.7250477,0.823564,0.006874144
nsw16,0.8716987,0.6822349,0.09471077,0.9039252,0.8565588,0.02315328
nsw10,0.5069475,0.9171456,0.01558217,2.509656,0.8277067,0.01116646
nsw50,0.5658095,0.846395,0.0326837,0.5449843,0.9211268,0.01012283
nsw24,0.9676067,0.824141,0.1231012,0.9432149,0.8369289,0.0110666
nsw04,0.6412211,0.7205387,0.02903001,0.8214669,0.8291272,0.0101049
nsw43,0.7823844,0.733535,0.2588841,0.8305246,0.7840199,0.006473896
nsw10,0.5705629,0.7744957,0.02387863,1.009634,0.8100424,0.01214048
nsw16,0.8996147,0.6963762,0.1335082,1.028718,0.8482876,0.0233089
nsw50,0.4031084,0.8236842,0.02460455,0.5249027,0.8776377,0.007358952
nsw24,0.9401489,0.7951197,0.1274898,1.042946,0.8347479,0.01373443
nsw04,0.5235468,0.7227004,0.04011197,1.049038,0.8548649,0.009914596
nsw43,0.9132293,0.729593,0.2401959,0.6263016,0.8785019,0.007632186
nsw10,0.3470039,0.8653295,0.0106645,0.7566724,0.8714786,0.0112425
nsw50,0.3378147,0.8051113,0.02471096,0.4950881,0.9170714,0.009930452
nsw16,0.8855903,0.7108822,0.1301029,0.9558501,0.849849,0.02355943
nsw24,0.9129599,0.7784095,0.1212424,0.8132839,0.8672686,0.01169354
nsw04,0.6018896,0.6994643,0.0290672,0.8216846,0.8251047,0.00861106
nsw43,0.8429877,0.7683032,0.287291,0.711681,0.8575813,0.008516146
nsw10,0.4848065,0.9461459,0.02011292,0.9389236,0.8513231,0.01162854
nsw50,0.5054193,0.8482507,0.04397085,0.8658204,0.8819204,0.007739477
nsw16,0.9098201,0.7428995,0.1663722,1.136953,0.8378503,0.02313414
nsw24,0.9346997,0.7980471,0.126774,1.143023,0.8279597,0.01249831
nsw04,0.7776393,0.9426523,0.03478002,3.674307,0.8421591,0.009815707
nsw43,0.7974368,0.7297893,0.2460268,0.6577999,0.8500833,0.008023353
nsw10,0.2497,0.9245337,0.0143658,1.10106,0.8748067,0.01263095
nsw50,0.3598791,0.7778905,0.03419681,0.5547746,0.8945736,0.007563432
nsw24,0.8971497,0.8014989,0.1276565,0.9294139,0.8321037,0.01133728
nsw16,0.8743948,0.7094689,0.1164657,0.9924363,0.8375173,0.02371505
nsw04,0.6908161,0.8517718,0.04450786,1.016501,0.8745618,0.01001631
nsw43,0.7568553,0.7182005,0.2281204,0.6559614,0.8260322,0.00770277
nsw10,0.6852782,0.9366046,0.01152538,1.269985,0.8666433,0.01188468
nsw50,0.1617435,0.8173059,0.03300103,0.5159184,0.9122478,0.01002788
nsw24,0.9010607,0.8197655,0.1116732,0.8817718,0.8394111,0.01149146
nsw16,0.9254054,0.7731432,0.1676398,1.038715,0.8539207,0.023515
nsw04,0.5880911,0.8591641,0.03206741,2.225678,0.8303075,0.008757394
nsw43,0.8910142,0.7286289,0.2441589,0.6830065,0.8332217,0.007328579
nsw10,0.5113437,0.964851,0.02127467,2.246729,0.8349073,0.01196694
nsw50,0.5962458,0.8499494,0.03816578,0.7438558,0.8991132,0.007808242
nsw24,0.9316594,0.7762255,0.1307939,0.9727072,0.8195477,0.01168554
nsw04,0.8159967,0.9494643,0.03105355,1.386721,0.8626211,0.01058397
nsw16,0.8852876,0.7181785,0.1042279,0.9393361,0.865015,0.02359612
nsw43,0.7085888,0.7452234,0.2437839,0.6957463,0.8557172,0.008101514
nsw10,0.3831288,0.933238,0.00840131,1.453839,0.8561402,0.01129685
nsw24,0.9337578,0.7769258,0.1285651,0.7509083,0.8527972,0.01173887
nsw51,0.8490534,0.7869261,0.005111962,0.9736115,0.8933524,0.01240656
nsw04,0.7528848,0.9145759,0.03478002,2.284528,0.8528171,0.01035081
nsw16,0.8912714,0.7167038,0.1344571,1.058222,0.840098,0.02374916
nsw10,0.7829233,0.9767192,0.01117112,1.7657,0.816973,0.0106637
nsw43,0.7973272,0.7300118,0.2166251,0.7186661,0.8622093,0.008233706
nsw24,0.9087993,0.7707911,0.1287595,0.9542881,0.847155,0.01175142
nsw51,0.477915,0.6511976,0.001007288,0.8692003,0.8399788,0.01235678
nsw04,0.5703205,0.9508549,0.05321853,2.382769,0.8708886,0.009477356
nsw10,0.150275,0.8137733,0.01322532,0.7510883,0.8548165,0.01125682
nsw43,0.893746,0.7456383,0.2836368,0.9117029,0.8229209,0.006305523
nsw16,0.8757423,0.7276912,0.117048,0.8329745,0.8848094,0.02336985
nsw24,0.9428981,0.7917829,0.1429462,1.139026,0.8300111,0.01180904
nsw51,0.2325985,0.7978066,0.008180754,0.772666,0.8935652,0.01240654
nsw04,0.7322259,0.8582143,0.02212025,1.592918,0.8603295,0.009505793
nsw10,0.2644466,0.9837616,0.01933491,2.484755,0.8040046,0.01126439
nsw43,0.8254905,0.7184167,0.225932,0.7949528,0.8312959,0.007843266
nsw16,0.9034589,0.7416386,0.1461601,0.9992062,0.8515231,0.02355048
nsw24,0.8973609,0.7876949,0.1231635,0.9963469,0.8308567,0.01116616
nsw51,0.8253748,0.7746174,0.004778175,0.8843633,0.8500324,0.01239619
nsw04,0.7342849,0.8551786,0.0282459,0.9909546,0.8640946,0.009103879
nsw10,0.3394338,0.8898253,0.01876459,2.422902,0.8558511,0.01222203
nsw43,0.7663651,0.7196244,0.2374173,0.7944145,0.7831399,0.006441337
nsw24,0.9355605,0.7969642,0.1292102,0.7981192,0.8679234,0.01284065
nsw51,-0.1319787,0.5831673,0.002402936,0.6843618,0.9048759,0.01254219
nsw16,0.9161845,0.7394913,0.1604926,0.9309266,0.8668549,0.02350236
nsw43,0.8149166,0.7166946,0.2297004,0.6027232,0.8577575,0.007786798
nsw10,0.6792513,0.8058739,0.01183237,0.9567342,0.8202384,0.01221584
nsw04,0.5210938,0.9078231,0.04896587,3.089692,0.8436543,0.009012472
nsw24,0.9538592,0.8053327,0.1200158,0.9567752,0.8347283,0.01067738
nsw51,0.2546286,0.7271372,0.002991043,1.109536,0.8608306,0.01238595
nsw16,0.8908965,0.7253075,0.1215855,1.487759,0.8104142,0.0238498
nsw43,0.8469355,0.7221053,0.2140777,0.6982381,0.8479828,0.007319453
nsw10,0.8827265,0.974026,0.02662524,1.700411,0.8452191,0.01151415
nsw04,0.777891,0.7995996,0.02332107,0.9727805,0.8489661,0.009662502
nsw24,0.898554,0.8146254,0.123232,0.9077428,0.8414667,0.01138714
nsw51,0.8079716,0.66575,0.01162474,1.14459,0.8360373,0.01254209
nsw16,0.8698258,0.7318425,0.13015,0.8872439,0.8743124,0.02322775
nsw43,0.7880691,0.7283062,0.2454504,0.683572,0.8064639,0.007364605
nsw10,-0.006630185,0.7431556,0.01627008,0.9556433,0.8254314,0.01125241
nsw05,0.7263069,0.7116246,0.05990079,0.314221,0.8853453,0.004415526
nsw24,0.9383348,0.7889789,0.1000972,0.9962243,0.8483433,0.01257166
nsw51,0.7576716,0.835625,0.01170991,1.053718,0.8470375,0.01189313
nsw16,0.8260837,0.6898524,0.1213652,0.7305967,0.8862704,0.02337895
nsw43,0.7981448,0.7115199,0.209572,0.5183548,0.8446522,0.006771653
nsw10,0.1613321,0.9624042,0.01685187,1.671157,0.8710263,0.01177699
nsw05,0.4480543,0.7144237,0.065392,0.5583538,0.8288771,0.003555121
nsw24,0.933091,0.8008891,0.1236794,0.9198533,0.8320513,0.01126239
nsw51,0.2989281,0.7081526,0.008419663,0.9440754,0.8839039,0.01242491
nsw43,0.8864509,0.7483752,0.2357449,0.9282533,0.798428,0.007185938
nsw10,0.8293556,0.9753228,0.01381006,2.671912,0.8365303,0.01222954
nsw16,0.8985577,0.7098927,0.1055657,1.009549,0.8530714,0.02346227
nsw05,0.5456264,0.6248515,0.04721667,0.3169109,0.8641135,0.004467247
nsw24,0.9366255,0.781256,0.1307932,0.9139487,0.8410214,0.01184617
nsw51,0.2477846,0.7038883,0.003649758,0.7798082,0.8981929,0.01197036
nsw43,0.7192128,0.6697712,0.1954112,0.6045291,0.7959778,0.005702207
nsw10,0.7755129,0.9920977,0.01817989,3.98389,0.7969033,0.01179502
nsw05,0.5074104,0.6392817,0.01907525,0.297819,0.8173284,0.004540416
nsw24,0.9457733,0.8005799,0.1271025,0.835598,0.8349573,0.0110589
nsw16,0.8731334,0.701567,0.129174,0.9711823,0.8606335,0.02323583
nsw51,0.6342145,0.8131263,0.01535814,1.043489,0.8574919,0.01224734
nsw10,0.6154386,0.9756844,0.02161947,2.388136,0.835419,0.01310807
nsw43,0.7909918,0.707581,0.2081413,0.7126362,0.818816,0.00741006
nsw05,0.6949389,0.6333333,0.04736538,0.3142103,0.8313444,0.004018743
nsw24,0.8436617,0.7652538,0.1233994,0.7844316,0.8401034,0.01127721
nsw51,0.6655127,0.8630478,0.006407621,0.881614,0.8829783,0.01209543
nsw16,0.8861427,0.7373743,0.1182385,0.9202564,0.881453,0.02361586
nsw10,0.6907111,0.9710175,0.01917596,1.50582,0.8571552,0.01283152
nsw43,0.7672568,0.6967893,0.2012844,0.6291501,0.8224622,0.007117081
nsw05,0.4046531,0.5667446,0.0190061,0.6169511,0.7957032,0.003748707
nsw24,0.9605961,0.8216517,0.1297547,0.9714449,0.8330546,0.01031158
nsw51,0.449387,0.9402985,0.004843928,0.9262673,0.8774106,0.01195428
nsw16,0.8887507,0.714736,0.1226479,0.9890072,0.8664655,0.02338089
nsw10,0.4144471,0.9246152,0.03254238,1.204522,0.8728376,0.01212935
nsw43,0.8155466,0.7384274,0.2411729,0.6865832,0.8522254,0.007194231
nsw05,0.6594717,0.7137919,0.08480594,0.2545981,0.8232855,0.00372154
nsw24,0.9448195,0.8043756,0.1509552,0.9434445,0.78165,0.009886523
nsw51,0.2204599,0.8666667,0.004744147,0.8975829,0.9005574,0.01188429
nsw16,0.873842,0.7450801,0.1447216,0.9342297,0.8457691,0.02346434
nsw10,0.573324,0.9165468,0.02017089,1.621284,0.8141505,0.01292735
nsw43,0.8192946,0.7738318,0.2552093,0.7282112,0.822909,0.00626745
nsw05,0.2750093,0.6205975,0.03683911,0.4963235,0.8296996,0.004414357
nsw24,0.9412912,0.786658,0.1158853,0.7924122,0.8340947,0.01090723
nsw51,0.8420629,0.8336989,0.007809749,0.9376751,0.8969518,0.0123192
nsw10,0.5578171,0.8931141,0.01971625,1.140113,0.8450572,0.01192289
nsw16,0.9191403,0.7474898,0.127231,1.050305,0.8674788,0.02356496
nsw43,0.8349808,0.7209191,0.2466083,0.4898195,0.888359,0.007812356
nsw05,0.776519,0.7508713,0.07188875,0.5510121,0.8402414,0.004376312
nsw24,0.9236743,0.7915549,0.1331197,0.9624585,0.8363762,0.01129502
nsw51,0.5914979,0.835125,0.01195516,0.9460151,0.8694029,0.01237904
nsw10,0.2489317,0.9017644,0.008520705,1.869484,0.818836,0.01313287
nsw43,0.8782252,0.771942,0.2857729,0.7447453,0.8282007,0.007064635
nsw16,0.9065132,0.7145179,0.117658,0.9884235,0.8518075,0.02350793
nsw05,0.4997852,0.5890602,0.02450789,0.6097548,0.8487067,0.003863258
nsw24,0.8802642,0.8008434,0.1354598,0.9034724,0.8197246,0.01149568
nsw51,0.03487442,0.7930348,0.004782036,0.9299012,0.8785395,0.01233148
nsw10,0.3715158,0.8112464,0.005566826,0.5442567,0.8534909,0.01220659
nsw43,0.8320151,0.7166049,0.2238934,0.7611417,0.8128995,0.007083375
nsw05,0.7627442,0.6775959,0.06861025,0.2977936,0.8924783,0.004383182
nsw24,0.903371,0.7897246,0.1443654,0.7257232,0.8550108,0.01102485
nsw16,0.8458409,0.6619931,0.08720861,0.9710147,0.8568275,0.02319006
nsw51,0.159862,0.775673,0.007883728,0.9180413,0.8517909,0.01246389
nsw10,0.4967655,0.9253854,0.01994098,1.159539,0.8186098,0.01089247
nsw43,0.7469933,0.6929679,0.1946332,0.6626316,0.7597594,0.006943164
nsw05,0.1796923,0.631611,0.03972757,0.5857317,0.7878934,0.004288417
nsw24,0.9186681,0.8002035,0.1207645,1.018459,0.8177523,0.01116687
nsw51,0.7985453,0.814614,0.01100356,0.971038,0.8642781,0.0125022
nsw16,0.8980419,0.7123718,0.1382454,1.080306,0.8629183,0.02302605
nsw10,0.6083476,0.7086314,0.008744382,1.021901,0.867143,0.01207416
nsw43,0.7753777,0.7335036,0.2140578,0.8549188,0.8251925,0.006505749
nsw05,0.2999073,0.5971182,0.02630208,0.2750701,0.7918216,0.004474097
nsw24,0.9595863,0.8202324,0.1402538,0.9640394,0.8177669,0.01020235
nsw51,0.257671,0.8503486,0.005836287,0.8143233,0.844396,0.01243815
nsw16,0.9098226,0.6919644,0.1129237,1.108578,0.8278879,0.02334751
nsw10,0.2337113,0.8602261,0.02089357,1.20277,0.8266474,0.01238369
nsw43,0.7942334,0.699372,0.2073596,0.836809,0.7908958,0.006060616
nsw05,0.3349793,0.6614815,0.05183482,0.4702909,0.7780246,0.004339961
nsw24,0.8838564,0.7705478,0.1303729,0.7915152,0.8704317,0.01330655
nsw51,0.5859151,0.7110668,0.007946453,0.9402696,0.863917,0.01237666
nsw10,0.5918843,0.9804913,0.02793087,2.856713,0.8442108,0.01270836
nsw16,0.8840565,0.7187099,0.1244363,0.9708839,0.8560885,0.02334767
nsw05,0.5507489,0.66488,0.05220515,0.7420611,0.7326243,0.002683927
nsw43,0.8507053,0.7780359,0.2646717,0.8219318,0.8375499,0.007077529
nsw24,0.9496377,0.8066015,0.1599607,0.8329862,0.8433936,0.01150978
nsw51,0.7688734,0.7452906,0.01154864,0.7769064,0.8999622,0.01234529
nsw11,0.7386444,0.8608307,0.05148831,0.4417743,0.9638759,0.009600608
nsw16,0.9027328,0.736927,0.1413584,1.022893,0.8634381,0.02327611
nsw05,0.3732569,0.5882011,0.04832619,0.1918529,0.7766143,0.003186448
nsw43,0.8699886,0.7319969,0.2220968,0.6680301,0.8587056,0.007546126
nsw24,0.9518356,0.7754207,0.1152445,0.9951169,0.80698,0.010598
nsw51,0.1610278,0.6241276,0.003888746,0.7734942,0.8925778,0.01231542
nsw11,0.6541403,0.9618978,0.04166466,1.173334,0.950294,0.00957956
nsw05,0.5246141,0.6367831,0.04460919,0.3068764,0.8477785,0.004464093
nsw43,0.7427681,0.7130589,0.1996218,0.5957462,0.8322266,0.007773059
nsw16,0.8867714,0.7610588,0.1372164,1.109008,0.8455925,0.02354596
nsw24,0.8829083,0.8151488,0.1128993,1.07936,0.8359631,0.01156905
nsw51,0.6360658,0.4711003,-0.001841228,0.5160323,0.8606851,0.01238485
nsw11,0.832404,0.955108,0.05865706,1.316755,0.9449006,0.00957479
nsw05,0.6258743,0.6882993,0.05216971,0.2423219,0.8909325,0.004493004
nsw43,0.8018698,0.7065185,0.2232773,0.4580898,0.8824663,0.008427988
nsw24,0.9040354,0.7810661,0.1108407,0.9103682,0.8336548,0.01070726
nsw16,0.9049748,0.7363511,0.1399854,1.030807,0.8514082,0.02337482
nsw51,0.3834794,0.7902293,0.007821982,0.8018053,0.8809917,0.01254194
nsw11,0.7761106,0.9181287,0.04891085,0.8948051,0.9578165,0.009496823
nsw05,0.6938122,0.7211251,0.08253687,0.5345785,0.8279883,0.003993073
nsw43,0.9019969,0.7552575,0.2374415,0.7358664,0.8365996,0.007679106
nsw24,0.9527763,0.7894063,0.1190565,0.8889691,0.844772,0.01134232
nsw16,0.8958814,0.7448985,0.1737587,0.8761103,0.8826525,0.02330044
nsw51,0.8423255,0.9169993,0.009833517,0.9628579,0.8588948,0.01278439
nsw11,0.9144822,0.9609548,0.09677205,0.9859269,0.9552419,0.009871629
nsw05,0.5950553,0.6728538,0.0648528,0.6259118,0.7575199,0.003785025
nsw43,0.866924,0.7326797,0.2546469,0.902852,0.8298025,0.007065164
nsw24,0.9391804,0.7917714,0.1286265,0.9038813,0.8035548,0.01067061
nsw51,-0.09438415,0.4194831,-0.0008847658,1.012256,0.8487721,0.01238725
nsw16,0.855557,0.7058897,0.1317338,0.8127596,0.8810639,0.02338448
nsw11,0.7899874,0.9514799,0.04464085,1.147453,0.9292476,0.009886334
nsw05,0.5740931,0.6183261,0.05110272,0.3769407,0.9163678,0.004527585
nsw24,0.940703,0.7781089,0.1363322,0.8164797,0.8815666,0.01279306
nsw43,0.7555504,0.7327575,0.2429917,0.5813627,0.8236213,0.00656677
nsw51,0.4259156,0.8849722,0.0107005,0.8779776,0.8867025,0.01242614
nsw16,0.8311001,0.6888321,0.1277971,0.7887947,0.8752375,0.02339907
nsw11,0.7866342,0.9209961,0.04670113,0.7941835,0.9599575,0.009073931
nsw05,0.5509283,0.6250415,0.05844732,0.3619229,0.8553958,0.004005514
nsw24,0.9073253,0.7974163,0.1222212,1.094295,0.8254596,0.01093701
nsw43,0.6445732,0.7047633,0.2080915,0.5833719,0.8300427,0.008203392
nsw51,0.06270817,0.5906375,-0.002062188,0.9047614,0.8950518,0.0120119
nsw11,0.8237382,0.9244808,0.06481282,1.346318,0.942954,0.009445487
nsw16,0.8882859,0.7517692,0.1627625,0.9149126,0.89578,0.02315152
nsw05,0.5766367,0.6728361,0.05701497,0.3035333,0.8764823,0.004429605
nsw24,0.9417933,0.7880748,0.1190338,0.8481826,0.8320899,0.01108019
nsw43,0.8549987,0.7098868,0.2277652,0.7850204,0.7723729,0.005687207
nsw51,0.6593182,0.8283433,0.005661868,0.9157366,0.8973756,0.01220839
nsw05,0.5134797,0.6570661,0.05233567,0.3808562,0.9106639,0.004404523
nsw24,0.9659942,0.818077,0.135883,0.9179452,0.8398177,0.01150136
nsw16,0.9177589,0.7371566,0.1228584,1.038923,0.856548,0.0235721
nsw11,0.7013407,0.8851815,0.05262942,0.5139727,0.9659383,0.009440509
nsw43,0.8639644,0.7354907,0.2210677,0.7055102,0.8406656,0.006797503
nsw51,0.781313,0.8709862,0.01049178,0.9100644,0.8425065,0.01221495
nsw05,0.5281826,0.6937618,0.05696011,0.3037307,0.7890223,0.004043632
nsw25,0.6689065,0.756741,0.05359832,0.6236076,0.7068362,0.002375574
nsw11,0.7492174,0.9532249,0.05412895,0.8403504,0.9537067,0.009629081
nsw43,0.7152132,0.7157091,0.2051427,0.5622595,0.858228,0.007354699
nsw16,0.8905775,0.6763465,0.1372984,0.8320213,0.8493294,0.02320946
nsw51,0.3265462,0.7622012,0.00633646,0.8465908,0.8703377,0.01210708
nsw25,0.8413149,0.7794439,0.05713994,1.019553,0.7932612,0.003031853
nsw05,0.6950607,0.7600587,0.04746393,0.3425853,0.836846,0.004454423
nsw43,0.8378859,0.7345436,0.244468,0.6815041,0.8275689,0.006234695
nsw11,0.8092791,0.9458272,0.05121072,0.8382557,0.9498975,0.009561499
nsw16,0.8920424,0.7185485,0.1464925,0.9876618,0.8664769,0.02303351
nsw51,0.7226007,0.8343313,0.009199608,0.9358352,0.8591989,0.01238376
nsw05,0.6384335,0.7006631,0.07506226,0.3106358,0.7939826,0.004450557
nsw25,0.7953284,0.7561413,0.06510437,0.692602,0.6307798,0.00233668
nsw43,0.8551349,0.7523919,0.2355675,0.8327373,0.8375106,0.006913122
nsw11,0.7673297,0.9233138,0.05494287,0.9254295,0.9480545,0.009488592
nsw16,0.9241583,0.763562,0.1385964,1.358547,0.8179225,0.02314264
nsw51,0.1857044,0.4492032,-0.003466387,1.074891,0.8603419,0.01235242
nsw05,0.6432491,0.6439817,0.03371825,0.2585482,NaN,0.004505086
nsw25,0.6555435,0.7275066,0.04501737,0.7813692,NaN,0.002848306
nsw43,0.7980682,0.720012,0.2399271,0.6449576,0.81883,0.007245196
nsw11,0.7936882,0.9365079,0.06541858,0.9896551,0.9477407,0.009125746
nsw51,0.5436642,0.9437687,0.008101136,0.9031507,0.8812376,0.012418
nsw16,0.8720515,0.7090123,0.1251201,0.986461,0.8662098,0.02318894
nsw05,0.517601,0.6207596,0.02947291,0.3991012,0.7865061,0.003940505
nsw25,0.7664495,0.7692673,0.05939014,0.5874487,0.733461,0.00320801
nsw43,0.8206698,0.7238399,0.2479015,0.7298378,0.8421405,0.006707861
nsw11,0.6473791,0.8387291,0.03759181,0.51644,0.9488896,0.00971435
nsw51,0.5021348,0.6777667,0.003131709,0.9039053,0.8998172,0.01219615
nsw16,0.8994285,0.7185012,0.1519661,0.9154071,0.8766189,0.02318148
nsw05,0.4513141,0.6119952,0.03982346,0.410008,0.8598054,0.003211705
nsw25,0.6519687,0.7138836,0.04832013,0.5784636,0.7734081,0.002965692
nsw43,0.8070291,0.7139063,0.1990019,0.6639114,0.8418781,0.007702763
nsw11,0.7701607,0.9362411,0.04944838,1.129644,0.9486155,0.009483876
nsw51,0.4135901,0.9130608,0.007642401,0.9295897,0.8822791,0.01230792
nsw16,0.9114415,0.739403,0.1473882,0.9855501,0.8778277,0.02307482
nsw25,0.8429041,0.8007588,0.06048522,0.8826915,0.6498807,0.001732428
nsw05,0.6595166,0.6939097,0.06390395,0.2593128,0.8813631,0.004486241
nsw45,0.9330242,0.8941767,0.2900783,0.7516815,0.9788272,0.004777171
nsw11,0.7400832,0.9291157,0.0790359,0.9715684,0.9581165,0.009745197
nsw51,0.6301123,0.9264207,0.008603476,0.970321,0.878803,0.01206249
nsw25,0.6648753,0.7163007,0.04808171,0.6841256,0.6830292,0.002189527
nsw05,0.5862576,0.6592902,0.03077807,0.2811104,0.8347379,0.004518194
nsw16,0.8768484,0.7152529,0.1251864,0.9023426,0.8542296,0.02331109
nsw45,0.9406162,0.8706064,0.2570871,0.485322,0.9679261,0.005041908
nsw11,0.7336348,0.8965237,0.04904413,0.9157854,0.9413171,0.01003759
nsw51,0.2088765,0.7503327,0.009033201,0.9318401,0.8548919,0.01250431
nsw25,0.5412799,0.7068747,0.04845155,0.5978315,0.6901361,0.001966241
nsw05,0.7621407,0.6695687,0.06453856,0.388643,0.7934629,0.004428588
nsw16,0.864641,0.6979475,0.1198196,0.9474507,0.8484789,0.02340853
nsw45,0.9469731,0.8926793,0.3003607,0.7293946,0.9739401,0.004590267
nsw11,0.8345166,0.9286875,0.05624804,1.024985,0.9566118,0.009396537
nsw51,0.6475488,0.7361914,0.007959118,0.9856091,0.8737655,0.01238237
nsw25,0.7721476,0.7834575,0.05758588,0.6794317,0.7365068,0.00339542
nsw05,0.8188315,0.7127029,0.07290055,0.4795038,0.9029145,0.004285106
nsw17,0.8153624,0.7906473,0.2043102,0.9436306,0.9053033,0.02730848
nsw11,0.7994154,0.9292171,0.07042037,0.6455148,0.9379426,0.009836693
nsw45,0.9600473,0.8818136,0.2953066,0.7540667,0.9844761,0.004536841
nsw51,0.4297983,0.8935323,0.00477441,0.8539975,0.8840913,0.01254813
nsw25,0.6671843,0.7273215,0.04612831,0.6284447,0.8548951,0.00318158
nsw05,0.5243121,0.6410933,0.01642797,0.274042,0.8339013,0.004478167
nsw11,0.7451363,0.9153671,0.04958461,0.9757765,0.9583277,0.009392034
nsw17,0.7488046,0.7561544,0.1517854,0.665117,0.918546,0.0273343
nsw45,0.920313,0.8833952,0.2493052,1.016379,0.923434,0.003607137
nsw51,0.6958777,0.7948391,0.01765385,0.7493273,0.875644,0.01221739
nsw25,0.7798013,0.794576,0.06434463,1.195334,0.7365885,0.00334149
